What networking layers matter most for system design discussions?	Application layer protocols like HTTP and WebSockets, transport layer protocols like TCP and UDP, network layer routing with IP, and physical distance or hardware constraints.	system-design networking osi supplemental hello-interview sdiah-s001
What high-level steps happen when a browser calls an API over HTTPS?	DNS resolves the domain, TCP connects to the server IP and port, TLS negotiates encryption, HTTP sends the request, the server processes it, and the response returns over the connection.	system-design networking http dns tcp tls supplemental hello-interview sdiah-s002
What does DNS do in a request path?	It maps a human-readable hostname to one or more IP addresses that clients can connect to.	system-design networking dns supplemental hello-interview sdiah-s003
Why can DNS-based load balancing be slow to react to failures?	Clients and resolvers cache DNS answers according to TTLs, so stale addresses may keep being used after a backend becomes unhealthy.	system-design networking dns load-balancing reliability supplemental hello-interview sdiah-s004
How do TCP and UDP differ?	TCP provides reliable ordered byte streams with connection setup; UDP sends datagrams with lower overhead but no built-in delivery or ordering guarantee.	system-design networking tcp udp supplemental hello-interview sdiah-s005
When is UDP a better fit than TCP?	When low latency matters more than guaranteed delivery, such as voice, video, gaming, or protocols built on UDP like QUIC.	system-design networking udp latency supplemental hello-interview sdiah-s006
What does TCP backpressure mean at a high level?	If a receiver or network path cannot keep up, TCP naturally slows the sender through flow and congestion control.	system-design networking tcp backpressure supplemental hello-interview sdiah-s007
How does HTTP differ from WebSockets?	HTTP is request-response and usually stateless; WebSockets upgrade a connection so both sides can send messages over a long-lived bidirectional channel.	system-design networking http websocket realtime supplemental hello-interview sdiah-s008
When can long polling be a reasonable realtime fallback?	When true bidirectional realtime is not required and the system can tolerate repeated request cycles with delayed responses.	system-design networking realtime long-polling supplemental hello-interview sdiah-s009
What does HTTPS protect?	It encrypts traffic in transit and authenticates the server, but it does not make user-provided request data trustworthy by itself.	system-design networking https security supplemental hello-interview sdiah-s010
Why should retries use exponential backoff and jitter?	Backoff reduces pressure on an overloaded dependency, and jitter prevents many clients from retrying at the same time.	system-design networking retries resilience supplemental hello-interview sdiah-s011
Why can blind retries make an outage worse?	They multiply traffic to an already degraded dependency and can trigger cascading failure.	system-design networking retries failure-modes supplemental hello-interview sdiah-s012
What is an idempotency key used for?	It lets a server safely deduplicate retried write requests so the same logical operation is not performed twice.	system-design networking api-design idempotency retries supplemental hello-interview sdiah-s013
What is a circuit breaker?	A client-side protection that stops sending requests to a failing dependency for a period, preventing repeated slow failures from consuming resources.	system-design networking resilience circuit-breaker supplemental hello-interview sdiah-s014
How should path parameters, query parameters, and request bodies be used?	Path parameters identify resources, query parameters filter or paginate retrieval, and request bodies carry complex create or update payloads.	system-design api-design rest supplemental hello-interview sdiah-s015
Which HTTP methods are generally safe or idempotent?	GET is safe and idempotent, PUT and DELETE are idempotent when designed conventionally, and POST is usually not idempotent unless paired with an idempotency key.	system-design api-design http idempotency supplemental hello-interview sdiah-s016
What does it mean for an API operation to be idempotent?	Repeating the same request has the same intended effect as doing it once.	system-design api-design idempotency supplemental hello-interview sdiah-s017
Why should create endpoints often support idempotency keys?	Clients may retry after timeouts, and the server needs a way to avoid creating duplicate resources.	system-design api-design retries idempotency supplemental hello-interview sdiah-s018
What is the difference between authentication and authorization?	Authentication proves who the caller is; authorization decides what that caller is allowed to do.	system-design api-design auth security supplemental hello-interview sdiah-s019
What does RBAC model?	Role-based access control grants permissions through roles such as admin, owner, or viewer rather than per-user custom rules.	system-design api-design auth rbac supplemental hello-interview sdiah-s020
What does ABAC model?	Attribute-based access control evaluates attributes of the user, resource, action, and context to make access decisions.	system-design api-design auth abac supplemental hello-interview sdiah-s021
When is GraphQL a poor fit despite flexible client queries?	When query complexity, authorization, caching, or N+1 backend access would be harder than a simpler REST interface.	system-design api-design graphql tradeoffs supplemental hello-interview sdiah-s022
What is the N+1 query problem in GraphQL-style APIs?	A resolver fetches related data one item at a time, causing many backend queries for one client request.	system-design api-design graphql databases performance supplemental hello-interview sdiah-s023
How can API rate limits be scoped?	By user, API key, IP address, route, organization, or another caller identity depending on the abuse and fairness model.	system-design api-design rate-limiting security supplemental hello-interview sdiah-s024
What is the difference between offset pagination and cursor pagination?	Offset pagination skips a count of rows; cursor pagination continues from a stable position such as a timestamp or encoded last item.	system-design api-design pagination supplemental hello-interview sdiah-s025
Why can offset pagination produce missing or duplicated results on active feeds?	Inserts or deletes can shift row positions between requests, so the same offset may no longer refer to the same logical page.	system-design api-design pagination consistency supplemental hello-interview sdiah-s026
Why should APIs use stable versioning for breaking changes?	Existing clients may continue calling old contracts, so incompatible changes need an explicit migration path.	system-design api-design versioning compatibility supplemental hello-interview sdiah-s027
What information should an API error response usually include?	A status code, a machine-readable error type or code, and enough human-readable detail to diagnose the issue safely.	system-design api-design errors supplemental hello-interview sdiah-s028
What inputs should drive a data model?	Requirements, query patterns, write patterns, expected volume, relationships, and consistency needs.	system-design data-modeling databases query-patterns supplemental hello-interview sdiah-s029
How do one-to-one, one-to-many, and many-to-many relationships differ?	One-to-one pairs records, one-to-many links one record to many children, and many-to-many needs a joining relationship between two sets.	system-design data-modeling relationships supplemental hello-interview sdiah-s030
When should related data be embedded in a document model?	When it is usually read together, bounded in size, and does not need independent updates or queries.	system-design data-modeling document-database nosql supplemental hello-interview sdiah-s031
When should related data be referenced instead of embedded?	When it grows without bound, changes independently, is shared across entities, or needs separate query access.	system-design data-modeling document-database nosql supplemental hello-interview sdiah-s032
What is the tradeoff of foreign-key constraints?	They protect referential integrity but can add write-time coordination and make some distributed or high-throughput designs harder.	system-design data-modeling relational-databases consistency supplemental hello-interview sdiah-s033
What is a key-value database best at?	Fast lookup by exact key for simple access patterns such as sessions, counters, feature flags, or cached objects.	system-design data-modeling key-value-database nosql supplemental hello-interview sdiah-s034
What is a common limitation of key-value databases?	They are poor at ad hoc queries across attributes unless extra indexes or duplicated lookup structures are added.	system-design data-modeling key-value-database nosql supplemental hello-interview sdiah-s035
What is a wide-column or column-family database useful for?	High-volume writes and queries organized around partition keys and sorted columns, often for time-series or event-like access patterns.	system-design data-modeling wide-column nosql cassandra supplemental hello-interview sdiah-s036
When is a graph database a strong fit?	When relationships and graph traversals are the primary access pattern, such as recommendations, fraud relationships, or social graphs.	system-design data-modeling graph-database nosql supplemental hello-interview sdiah-s037
Why should IDs usually be generated by the system instead of trusted from clients?	System-generated IDs avoid collisions, spoofing, and caller-controlled identity problems.	system-design data-modeling ids security supplemental hello-interview sdiah-s038
How do client-side, CDN, in-process, and distributed caches differ?	Client and CDN caches sit near users, in-process caches live inside one app instance, and distributed caches like Redis are shared by many app instances.	system-design caching cdn redis architecture supplemental hello-interview sdiah-s039
What is the main limitation of an in-process cache?	Each app instance has its own copy, so data can be inconsistent across instances and is lost on restart.	system-design caching in-process-cache consistency supplemental hello-interview sdiah-s040
How do cache-aside and read-through caching differ?	In cache-aside the application handles misses and populates the cache; in read-through the cache layer knows how to load missing data from the backing store.	system-design caching cache-aside read-through supplemental hello-interview sdiah-s041
How are TTL and eviction different?	TTL expires entries based on time, while eviction removes entries because the cache needs space.	system-design caching ttl eviction supplemental hello-interview sdiah-s042
What cache key properties matter?	Keys should uniquely represent the data, include relevant filters or auth scope, and avoid accidental collisions or leaks across users.	system-design caching cache-keys security supplemental hello-interview sdiah-s043
What is a hot key?	A single cache key receives disproportionate traffic, overloading one cache node or one backend path.	system-design caching hot-key hotspots supplemental hello-interview sdiah-s044
How can hot keys be mitigated?	Replicate the hot value, split it into shards, cache it in-process, add request coalescing, or redesign the access pattern.	system-design caching hot-key mitigation supplemental hello-interview sdiah-s045
What is request coalescing in caching?	Multiple concurrent requests for the same missing key share one backend fetch instead of each hitting the database.	system-design caching cache-stampede mitigation supplemental hello-interview sdiah-s046
What is cache warming?	Preloading important entries before traffic arrives so the system avoids expensive cold misses.	system-design caching cache-warming performance supplemental hello-interview sdiah-s047
Why can caching personalized or permissioned data be risky?	Cache keys and invalidation must include user or permission scope, or one user may see another user's data.	system-design caching security cache-keys supplemental hello-interview sdiah-s048
What is the difference between partitioning and sharding?	Partitioning splits data into pieces conceptually; sharding distributes those partitions across different machines or nodes.	system-design sharding partitioning databases supplemental hello-interview sdiah-s049
How do horizontal and vertical partitioning differ?	Horizontal partitioning splits rows by key or range; vertical partitioning splits columns or feature areas into separate storage.	system-design sharding partitioning databases supplemental hello-interview sdiah-s050
What makes a good shard key?	It spreads load evenly, supports common query locality, has high cardinality, and avoids frequent cross-shard operations.	system-design sharding shard-key scaling supplemental hello-interview sdiah-s051
Why is low-cardinality data a poor shard key?	A small number of possible values cannot spread load evenly across many shards.	system-design sharding shard-key hotspots supplemental hello-interview sdiah-s052
Why can time-based range sharding create hot shards?	Recent time ranges often receive most new writes, concentrating traffic on the newest shard.	system-design sharding range-sharding hotspots supplemental hello-interview sdiah-s053
How can write hot spots in sharding be mitigated?	Add randomness or bucketing to the shard key, split hot ranges, or route hot tenants separately.	system-design sharding hotspots mitigation supplemental hello-interview sdiah-s054
Why are cross-shard joins expensive?	The system must query multiple shards, move or merge data, and coordinate results outside a single local database operation.	system-design sharding databases joins supplemental hello-interview sdiah-s055
How can cross-shard queries be reduced?	Choose a shard key aligned to access patterns, denormalize read models, precompute aggregates, or route related data to the same shard.	system-design sharding query-patterns denormalization supplemental hello-interview sdiah-s056
What is resharding?	Changing how data is distributed across shards, usually to add capacity, remove hot spots, or change the shard mapping.	system-design sharding resharding scaling supplemental hello-interview sdiah-s057
Why is resharding operationally difficult?	Data must be moved while the system continues serving reads and writes, and routing must stay correct during migration.	system-design sharding resharding reliability supplemental hello-interview sdiah-s058
How do distributed transactions and sagas differ for cross-shard workflows?	Distributed transactions coordinate atomic commit across participants; sagas use a sequence of local transactions with compensating actions.	system-design sharding transactions sagas supplemental hello-interview sdiah-s059
What are virtual nodes in consistent hashing?	Multiple positions on the hash ring assigned to each physical server, improving load distribution and making capacity weighting easier.	system-design consistent-hashing virtual-nodes scaling supplemental hello-interview sdiah-s060
Why are virtual nodes useful when servers have different capacities?	Stronger servers can own more virtual nodes, giving them a larger share of the keyspace.	system-design consistent-hashing virtual-nodes scaling supplemental hello-interview sdiah-s061
What problem does consistent hashing not automatically solve?	It does not prevent hot keys where one key receives much more traffic than others.	system-design consistent-hashing hot-key caching supplemental hello-interview sdiah-s062
How can hot keys be handled in a consistent-hashing system?	Replicate hot keys, split the logical key, add local caching, or route the hot item through a special path.	system-design consistent-hashing hot-key mitigation supplemental hello-interview sdiah-s063
What is replication on a consistent-hashing ring?	Storing a key on multiple successor nodes so data remains available if one node fails.	system-design consistent-hashing replication reliability supplemental hello-interview sdiah-s064
What tradeoff does replication add to consistent hashing?	It improves availability and read capacity but increases storage use and write fanout.	system-design consistent-hashing replication tradeoffs supplemental hello-interview sdiah-s065
How does Redis Cluster distribute keys?	It maps keys into fixed hash slots, and those slots are assigned to cluster nodes.	system-design consistent-hashing redis cluster supplemental hello-interview sdiah-s066
What is linearizability?	A strong consistency model where operations appear to happen atomically in a single global order.	system-design consistency cap-theorem linearizability supplemental hello-interview sdiah-s067
What is read-after-write consistency?	After a user writes data, that user can immediately read their own latest write.	system-design consistency cap-theorem read-after-write supplemental hello-interview sdiah-s068
What is monotonic read consistency?	Once a client has seen a newer value, it should not later see an older value.	system-design consistency cap-theorem monotonic-reads supplemental hello-interview sdiah-s069
What is eventual consistency?	Replicas may temporarily differ, but if no new updates occur they converge to the same value over time.	system-design consistency cap-theorem eventual-consistency supplemental hello-interview sdiah-s070
Why might a system use different consistency models for different data?	Some data can tolerate staleness, while data tied to money, inventory, permissions, or limited resources needs stronger guarantees.	system-design consistency cap-theorem tradeoffs supplemental hello-interview sdiah-s071
How can read replicas create stale reads?	Writes go to the primary, and replicas apply changes asynchronously, so reads from replicas may lag behind.	system-design consistency replication databases supplemental hello-interview sdiah-s072
How can read-after-write consistency be preserved with replicas?	Route a user's reads to the primary for a short window, use sticky reads, or track replica lag before serving from replicas.	system-design consistency replication mitigation supplemental hello-interview sdiah-s073
Why does stronger consistency usually reduce availability or increase latency?	More nodes must coordinate before responding, so failures or slow replicas can block the operation.	system-design consistency latency availability supplemental hello-interview sdiah-s074
What is Redis at a high level?	An in-memory data structure store commonly used for caching, counters, rate limiting, queues, leaderboards, geospatial lookups, and lightweight coordination.	system-design redis caching data-structures supplemental hello-interview sdiah-s075
Why is Redis more than a simple key-value cache?	It supports data structures such as strings, hashes, lists, sets, sorted sets, streams, bitmaps, and probabilistic structures.	system-design redis data-structures caching supplemental hello-interview sdiah-s076
When are Redis hashes useful?	When storing multiple fields for one logical object without needing a separate key for every field.	system-design redis hashes data-modeling supplemental hello-interview sdiah-s077
When are Redis sorted sets useful?	When you need ordered ranking by score, such as leaderboards, trending items, or priority-like views.	system-design redis sorted-sets ranking supplemental hello-interview sdiah-s078
When are Redis streams useful?	When you need append-only event streams with consumer groups and acknowledgements inside Redis.	system-design redis streams queues supplemental hello-interview sdiah-s079
Why is Redis Pub/Sub not the same as a durable queue?	Pub/Sub delivers messages to currently connected subscribers and does not retain messages for offline consumers.	system-design redis pubsub queues reliability supplemental hello-interview sdiah-s080
What does Redis TTL do?	It automatically expires keys after a configured time.	system-design redis ttl caching supplemental hello-interview sdiah-s081
Why should Redis memory usage be bounded?	Redis is memory-backed, so unbounded key growth can force evictions, increase latency, or exhaust memory.	system-design redis caching reliability supplemental hello-interview sdiah-s082
What is Redis persistence for?	It lets Redis recover data after restart using snapshots, append-only logs, or similar mechanisms, depending on durability requirements.	system-design redis persistence reliability supplemental hello-interview sdiah-s083
What is the tradeoff of using Redis as the source of truth?	It can be very fast, but durability, memory limits, operational risk, and data modeling constraints become more important.	system-design redis databases tradeoffs supplemental hello-interview sdiah-s084
What are Redis Cluster hash slots?	Fixed buckets of keyspace assigned across Redis nodes so data can be distributed and moved by slot.	system-design redis cluster sharding supplemental hello-interview sdiah-s085
What happens if a Redis Cluster client talks to the wrong node for a key?	The cluster can redirect the client to the node that owns the relevant hash slot.	system-design redis cluster networking supplemental hello-interview sdiah-s086
How can Redis implement a rate limiter?	Use atomic increments with expiration windows, or a sorted set to track request timestamps for sliding-window behavior.	system-design redis rate-limiting atomicity supplemental hello-interview sdiah-s087
How can Redis support geospatial lookup?	Store coordinates in Redis geospatial indexes and query nearby members by radius or distance.	system-design redis geospatial proximity supplemental hello-interview sdiah-s088
Why are large Redis values risky?	They increase memory pressure, network cost, and latency for operations that read or move the value.	system-design redis performance failure-modes supplemental hello-interview sdiah-s089
What is Elasticsearch best suited for?	Search and analytics over documents, especially full-text, filtering, faceting, ranking, and log-like data exploration.	system-design elasticsearch search analytics supplemental hello-interview sdiah-s090
What is an Elasticsearch index?	A logical collection of documents with mappings and settings, backed by one or more shards.	system-design elasticsearch indexing search supplemental hello-interview sdiah-s091
What is an Elasticsearch mapping?	The schema-like definition of fields, types, and how fields are indexed or analyzed.	system-design elasticsearch mappings search supplemental hello-interview sdiah-s092
Why can bad Elasticsearch mappings be painful?	Field choices affect indexing, search behavior, storage, and performance, and changing them may require reindexing.	system-design elasticsearch mappings performance supplemental hello-interview sdiah-s093
What is the difference between analyzed text fields and keyword fields?	Text fields are tokenized for full-text search; keyword fields preserve exact values for filtering, sorting, and aggregations.	system-design elasticsearch search indexing supplemental hello-interview sdiah-s094
What is a primary shard in Elasticsearch?	A partition of an index that stores a subset of documents and handles indexing for that subset.	system-design elasticsearch sharding search supplemental hello-interview sdiah-s095
What is a replica shard in Elasticsearch?	A copy of a primary shard used for fault tolerance and read scaling.	system-design elasticsearch replication reliability supplemental hello-interview sdiah-s096
Why should Elasticsearch shard counts be chosen carefully?	Too few shards limit scaling, while too many shards add overhead and can hurt cluster performance.	system-design elasticsearch sharding performance supplemental hello-interview sdiah-s097
How does a distributed Elasticsearch search run at a high level?	The coordinating node sends the query to relevant shards, shards compute matches, and the coordinator merges and returns results.	system-design elasticsearch search distributed-systems supplemental hello-interview sdiah-s098
What are doc values used for in Elasticsearch?	Columnar on-disk structures that support sorting, aggregations, and scripted access efficiently.	system-design elasticsearch doc-values analytics supplemental hello-interview sdiah-s099
Why is deep offset pagination expensive in Elasticsearch?	Each shard may need to collect and sort many skipped results before the coordinator can return a later page.	system-design elasticsearch pagination performance supplemental hello-interview sdiah-s100
What should be used instead of deep offset pagination in Elasticsearch?	Use search_after, often with a point-in-time view, for deep or cursor-like pagination.	system-design elasticsearch pagination search-after supplemental hello-interview sdiah-s101
Why is Elasticsearch usually not the primary source of truth?	It is optimized for search, while primary databases are better for transactional correctness and authoritative writes.	system-design elasticsearch databases tradeoffs supplemental hello-interview sdiah-s102
What is reindexing in Elasticsearch?	Copying documents into a new index, often because mappings, analyzers, or shard strategy changed.	system-design elasticsearch reindexing supplemental hello-interview sdiah-s103
What is optimistic concurrency control in Elasticsearch used for?	Preventing lost updates by ensuring a write only succeeds if the document version or sequence state is still expected.	system-design elasticsearch consistency concurrency supplemental hello-interview sdiah-s104
What is the nested-document tradeoff in Elasticsearch?	Nested documents preserve relationships inside arrays but increase indexing and query complexity.	system-design elasticsearch data-modeling tradeoffs supplemental hello-interview sdiah-s105
What is Kafka at a high level?	A distributed append-only event log used for durable messaging, streaming, fanout, and decoupling producers from consumers.	system-design kafka streams queues supplemental hello-interview sdiah-s106
What is a Kafka topic?	A named stream of records split into one or more partitions.	system-design kafka topics streams supplemental hello-interview sdiah-s107
What is a Kafka partition?	An ordered append-only log within a topic that is stored on brokers and read by consumers.	system-design kafka partitions ordering supplemental hello-interview sdiah-s108
What does a Kafka message key influence?	The key determines which partition receives the record, which controls per-key ordering and load distribution.	system-design kafka partitions ordering supplemental hello-interview sdiah-s109
Why is choosing a Kafka partition key important?	It determines ordering boundaries, parallelism, and whether traffic is evenly spread or concentrated on hot partitions.	system-design kafka partitions hotspots tradeoffs supplemental hello-interview sdiah-s110
What ordering guarantee does Kafka provide?	Kafka preserves order within a partition, not across all partitions of a topic.	system-design kafka ordering partitions supplemental hello-interview sdiah-s111
What is a Kafka consumer group?	A set of consumers that coordinate so each partition is processed by at most one consumer in the group at a time.	system-design kafka consumer-groups scaling supplemental hello-interview sdiah-s112
How does Kafka scale consumer processing?	Add partitions for more parallelism, then add consumers in a group so different consumers process different partitions.	system-design kafka scaling partitions supplemental hello-interview sdiah-s113
Why does adding more consumers than partitions not increase throughput for one consumer group?	A partition can only be assigned to one consumer in the group at a time, so extra consumers sit idle.	system-design kafka scaling consumer-groups supplemental hello-interview sdiah-s114
What is a Kafka offset?	A monotonically increasing position of a record within a partition.	system-design kafka offsets partitions supplemental hello-interview sdiah-s115
What does committing an offset mean?	The consumer records how far it has processed so it can resume from that position after restart or rebalance.	system-design kafka offsets reliability supplemental hello-interview sdiah-s116
How can at-least-once Kafka processing create duplicates?	If a consumer processes a message but crashes before committing the offset, the message can be processed again after restart.	system-design kafka reliability duplicates supplemental hello-interview sdiah-s117
How should Kafka consumers handle possible duplicate records?	Make processing idempotent, deduplicate by event ID, or use transactional patterns where appropriate.	system-design kafka idempotency reliability supplemental hello-interview sdiah-s118
What is Kafka retention?	Kafka keeps records for a configured time or size limit, independent of whether consumers have read them.	system-design kafka retention streams supplemental hello-interview sdiah-s119
Why should large blobs not be sent through Kafka?	Large payloads increase broker storage, network cost, replication cost, and consumer memory pressure; send pointers to blob storage instead.	system-design kafka blob-storage performance supplemental hello-interview sdiah-s120
What do Kafka producer acknowledgements control?	How many broker replicas must confirm a write before the producer treats it as successful.	system-design kafka replication durability supplemental hello-interview sdiah-s121
What is the tradeoff of stronger Kafka producer acknowledgements?	More acknowledgements improve durability but can increase write latency.	system-design kafka durability latency tradeoffs supplemental hello-interview sdiah-s122
What is a Kafka dead letter topic?	A topic where events that cannot be processed successfully are sent for later inspection or remediation.	system-design kafka dlq reliability supplemental hello-interview sdiah-s123
What problem does an API gateway solve in microservice systems?	It gives clients one front door while routing requests to backend services and centralizing cross-cutting concerns.	system-design api-gateway microservices supplemental hello-interview sdiah-s124
What cross-cutting concerns often belong at an API gateway?	TLS termination, authentication, routing, rate limiting, request validation, logging, metrics, tracing, and sometimes response transformation.	system-design api-gateway auth observability rate-limiting supplemental hello-interview sdiah-s125
Why should authorization often stay in backend services even if authentication happens at the gateway?	The service that owns the resource has the domain context needed to decide whether the caller can access or mutate it.	system-design api-gateway auth microservices supplemental hello-interview sdiah-s126
Why can an API gateway become a bottleneck?	All client traffic passes through it, so insufficient capacity, slow plugins, or bad routing logic can affect every service.	system-design api-gateway reliability bottlenecks supplemental hello-interview sdiah-s127
How can API gateway bottlenecks be reduced?	Horizontally scale gateway instances, keep gateway logic lightweight, cache where appropriate, and monitor latency and errors per route.	system-design api-gateway scaling reliability supplemental hello-interview sdiah-s128
What is TLS termination at an API gateway?	The gateway handles HTTPS decryption from clients, then forwards traffic internally according to the system's security model.	system-design api-gateway tls security supplemental hello-interview sdiah-s129
Why should a gateway strip spoofable client identity headers?	Clients can forge headers, so the gateway should remove untrusted identity headers before injecting trusted identity context.	system-design api-gateway auth security supplemental hello-interview sdiah-s130
What is the tradeoff of doing request transformation at the gateway?	It can simplify clients and hide backend differences, but too much transformation creates coupling and makes the gateway harder to operate.	system-design api-gateway tradeoffs microservices supplemental hello-interview sdiah-s131
What is service discovery in the context of an API gateway?	The gateway needs a way to find healthy backend service instances or target groups for each route.	system-design api-gateway service-discovery microservices supplemental hello-interview sdiah-s132
