Why do network layers help application developers reason about communication?	They hide lower-level details behind abstractions, so application code can rely on services like reliable transport or name resolution instead of raw packet handling.	system-design networking osi expansion-2 hello-interview sdiah-x001
How does replication interact with consistent hashing in Cassandra-like systems?	Data can be replicated to multiple consecutive nodes on the ring so surviving replicas can serve reads after a node fails.	system-design consistent-hashing replication cassandra expansion-2 hello-interview sdiah-x143
What is adaptive rebalancing for hot spots?	Monitoring traffic and moving specific ranges or keys away from overloaded nodes.	system-design consistent-hashing hotspots rebalancing expansion-2 hello-interview sdiah-x144
What is the key tradeoff of Redis Cluster fixed hash slots compared with a textbook hash ring?	Fixed slots are simpler to reason about, but rebalancing requires explicit coordination of slot ownership.	system-design consistent-hashing redis cluster expansion-2 hello-interview sdiah-x145
What does CAP consistency mean in the article?	All nodes see the same data at the same time after a write, so later reads return the updated value.	system-design cap-theorem consistency expansion-2 hello-interview sdiah-x146
How is CAP consistency different from ACID consistency?	CAP consistency is about distributed read visibility after writes, while ACID consistency is about database invariants across transactions.	system-design cap-theorem acid consistency expansion-2 hello-interview sdiah-x147
Why is partition tolerance non-negotiable in distributed systems?	Network failures and message loss will happen, so the system must have behavior for partitions.	system-design cap-theorem partition-tolerance expansion-2 hello-interview sdiah-x148
In the CAP profile example, what does choosing consistency mean during a partition?	Return an error rather than risk showing stale profile data.	system-design cap-theorem consistency expansion-2 hello-interview sdiah-x149
In the CAP profile example, what does choosing availability mean during a partition?	Show potentially stale profile data instead of failing the request.	system-design cap-theorem availability expansion-2 hello-interview sdiah-x150
What question helps decide between consistency and availability?	Would it be catastrophic if users briefly saw inconsistent data?	system-design cap-theorem tradeoffs expansion-2 hello-interview sdiah-x151
What technology choices can support consistency-prioritized designs?	Traditional RDBMSs, Google Spanner, or DynamoDB with strong consistency mode depending on the use case.	system-design cap-theorem consistency databases expansion-2 hello-interview sdiah-x152
What technology choices can support availability-prioritized designs?	Cassandra, DynamoDB across availability zones, Redis clusters, asynchronous replicas, and CDC pipelines.	system-design cap-theorem availability databases expansion-2 hello-interview sdiah-x153
Why can single-node solutions avoid CAP-style consistency problems?	There is one source of truth, so no replica coordination or partitioned replica disagreement is involved.	system-design cap-theorem consistency databases expansion-2 hello-interview sdiah-x154
What is the scalability downside of a single-node consistency solution?	It limits horizontal scaling and can become a capacity or availability bottleneck.	system-design cap-theorem scalability tradeoffs expansion-2 hello-interview sdiah-x155
Which Ticketmaster features need different consistency choices?	Seat booking needs strong consistency, while viewing event details can tolerate availability and slight staleness.	system-design cap-theorem ticketmaster consistency expansion-2 hello-interview sdiah-x156
Which Tinder features need different consistency choices?	Matching needs consistency, while viewing a profile can often tolerate stale profile data.	system-design cap-theorem consistency availability expansion-2 hello-interview sdiah-x157
What is causal consistency?	Related events appear in the same logical order to all users, such as a comment appearing after its post.	system-design cap-theorem causal-consistency expansion-2 hello-interview sdiah-x158
What is read-your-own-writes consistency useful for?	It lets a user immediately see their own updates even if other users may temporarily see older data.	system-design cap-theorem read-your-own-writes expansion-2 hello-interview sdiah-x159
Why is eventual consistency often the default behavior of distributed databases?	It allows replicas to remain available and converge later instead of coordinating every read and write synchronously.	system-design cap-theorem eventual-consistency expansion-2 hello-interview sdiah-x160
What is Redis' fundamental architecture tradeoff?	It is in-memory and very fast, but durability guarantees are weaker than a traditional disk-backed database.	system-design redis durability performance expansion-2 hello-interview sdiah-x161
What is Redis AOF used for?	Append-only file persistence reduces data loss risk by logging writes for recovery.	system-design redis persistence aof expansion-2 hello-interview sdiah-x162
Why might AWS MemoryDB be chosen over plain Redis?	It trades some speed for stronger disk-backed durability around the Redis API model.	system-design redis memorydb durability expansion-2 hello-interview sdiah-x163
What Redis data structures does the article highlight beyond strings?	Hashes, lists, sets, sorted sets, Bloom filters, geospatial indexes, time series, streams, and Pub/Sub.	system-design redis data-structures expansion-2 hello-interview sdiah-x164
Why is Redis key design a scaling decision?	Cluster routing is based on keys, so the way keys are organized determines data placement and request locality.	system-design redis key-design cluster expansion-2 hello-interview sdiah-x165
What does Redis INCR do?	Atomically increments a numeric value stored at a key.	system-design redis commands atomicity expansion-2 hello-interview sdiah-x166
What does Redis XADD do?	Adds an item to a Redis stream.	system-design redis streams commands expansion-2 hello-interview sdiah-x167
What are Redis SADD, SCARD, SMEMBERS, and SISMEMBER used for?	Adding set members, counting members, listing members, and checking membership.	system-design redis sets commands expansion-2 hello-interview sdiah-x168
What Redis deployment modes does the article mention?	Single node, high-availability replica setup, or Redis Cluster.	system-design redis architecture cluster expansion-2 hello-interview sdiah-x169
How do Redis Cluster clients use hash slots?	They cache a slot-to-node map so they can send requests directly to the node that owns a key.	system-design redis cluster hash-slots expansion-2 hello-interview sdiah-x170
Why does Redis prefer clients to hit the correct node first?	Redirects are possible, but Redis is performance-oriented and avoiding extra round trips matters.	system-design redis cluster performance expansion-2 hello-interview sdiah-x171
What limitation does Redis Cluster impose on many operations?	With few exceptions, all data needed for a request should live on a single node.	system-design redis cluster limitations expansion-2 hello-interview sdiah-x172
What throughput and latency scale does the Redis article cite?	Redis can handle on the order of 100k writes per second, with read latency often in the microsecond range.	system-design redis performance latency expansion-2 hello-interview sdiah-x173
How does Redis TTL behave after expiration?	Redis guarantees the expired key's value will not be returned after the TTL has elapsed.	system-design redis ttl caching expansion-2 hello-interview sdiah-x174
How can Redis implement a simple lock with INCR and TTL?	INCR the lock key; value 1 means the caller acquired it, values greater than 1 mean someone else got it first, and TTL prevents stuck locks.	system-design redis distributed-locks atomicity expansion-2 hello-interview sdiah-x175
Why should a Redis lock be deleted when work finishes?	Deleting the key releases the lock so another process can acquire it before TTL expiration.	system-design redis distributed-locks expansion-2 hello-interview sdiah-x176
What Redis structure powers leaderboards?	Sorted sets, because they store members ordered by score and support efficient ranked queries.	system-design redis sorted-sets leaderboards expansion-2 hello-interview sdiah-x177
What does ZADD do in a Redis leaderboard?	Adds or updates a member with a score in a sorted set.	system-design redis sorted-sets commands expansion-2 hello-interview sdiah-x178
What does ZREMRANGEBYRANK help do in leaderboard-style indexes?	Remove low-ranked members to keep only the top portion and save space.	system-design redis sorted-sets commands expansion-2 hello-interview sdiah-x179
How does a fixed-window Redis rate limiter work?	INCR a request-count key, compare it to the allowed limit, and EXPIRE the key after the window.	system-design redis rate-limiting expansion-2 hello-interview sdiah-x180
Why use Lua for a sliding-window Redis rate limiter?	The timestamp cleanup, count, and insertion should happen atomically.	system-design redis rate-limiting lua atomicity expansion-2 hello-interview sdiah-x181
What Redis commands support geospatial lookup?	GEOADD stores members with coordinates, and GEOSEARCH finds nearby members by radius or shape.	system-design redis geospatial commands expansion-2 hello-interview sdiah-x182
Why does Redis geospatial search need a second filtering pass?	Geohash bounding boxes are square and imprecise, so candidates must be filtered to the exact radius.	system-design redis geospatial geohash expansion-2 hello-interview sdiah-x183
What do Redis Streams consumer groups track?	Which stream entries have been delivered and acknowledged by consumers in the group.	system-design redis streams consumer-groups expansion-2 hello-interview sdiah-x184
What does XCLAIM support in Redis Streams?	A new worker can claim and retry pending messages left by a failed worker.	system-design redis streams reliability expansion-2 hello-interview sdiah-x185
What makes Redis Pub/Sub at-most-once?	If a subscriber is offline when a message is published, it misses the message permanently.	system-design redis pubsub reliability expansion-2 hello-interview sdiah-x186
What do SPUBLISH and SSUBSCRIBE indicate in Redis Pub/Sub?	They are sharded Pub/Sub commands for publishing and subscribing to channels.	system-design redis pubsub commands expansion-2 hello-interview sdiah-x187
Why does Redis Pub/Sub not need one connection per channel?	Pub/Sub clients use a connection to each cluster node, not a separate connection for every channel.	system-design redis pubsub scalability expansion-2 hello-interview sdiah-x188
Why is a homegrown Pub/Sub map in Redis often worse than native Pub/Sub?	It adds extra network hops, connection setup, heartbeat complexity, and stale subscriber cleanup problems.	system-design redis pubsub tradeoffs expansion-2 hello-interview sdiah-x189
What are Redis hot-key mitigation options from the article?	Add in-memory client caches, store the same data under multiple randomized keys, or add read replicas.	system-design redis hot-key mitigation expansion-2 hello-interview sdiah-x190
What is an Elasticsearch document?	A JSON-like object that Elasticsearch stores, indexes, and returns as a search result.	system-design elasticsearch documents expansion-2 hello-interview sdiah-x191
How is an Elasticsearch index different from a generic database index?	An Elasticsearch index is a logical collection of documents, while a generic database index is an auxiliary lookup structure.	system-design elasticsearch indexing terminology expansion-2 hello-interview sdiah-x192
What does an Elasticsearch mapping decide?	Which fields exist, their types, and how they are processed, indexed, searched, sorted, or analyzed.	system-design elasticsearch mappings expansion-2 hello-interview sdiah-x193
Why should Elasticsearch mappings avoid unused searchable fields?	Each indexed field adds memory and storage overhead, increasing cost and hurting performance.	system-design elasticsearch mappings performance expansion-2 hello-interview sdiah-x194
Why is an Elasticsearch keyword field good for IDs?	It treats the value as an exact whole token, which supports exact lookup, filtering, sorting, and aggregation.	system-design elasticsearch keyword indexing expansion-2 hello-interview sdiah-x195
Why is an Elasticsearch text field good for titles or descriptions?	It can be analyzed and tokenized for full-text search.	system-design elasticsearch text indexing expansion-2 hello-interview sdiah-x196
What does dynamic mapping do when creating an Elasticsearch index?	It infers mappings automatically from documents, which is convenient but can index fields you did not intend.	system-design elasticsearch dynamic-mapping expansion-2 hello-interview sdiah-x197
When should reviews be nested inside book documents in Elasticsearch?	When reviews are infrequently updated and frequently queried with the book.	system-design elasticsearch nested data-modeling expansion-2 hello-interview sdiah-x198
When should reviews be a separate Elasticsearch index?	When reviews update often or need independent query and update behavior.	system-design elasticsearch data-modeling nested expansion-2 hello-interview sdiah-x199
What does the Elasticsearch _version field help with?	Optimistic concurrency control for document updates.	system-design elasticsearch concurrency versioning expansion-2 hello-interview sdiah-x200
Why can replacing a full Elasticsearch document be risky?	A concurrent update can be overwritten if the client writes an older full representation.	system-design elasticsearch updates concurrency expansion-2 hello-interview sdiah-x201
What does the Elasticsearch _update endpoint do?	It updates specific fields of a document without requiring the client to send the whole document.	system-design elasticsearch updates api-design expansion-2 hello-interview sdiah-x202
What does an Elasticsearch bool query combine?	Multiple query clauses such as must matches and range filters.	system-design elasticsearch queries bool expansion-2 hello-interview sdiah-x203
Why do nested Elasticsearch queries need a path?	The query must evaluate fields from the same nested object rather than mixing values across nested objects.	system-design elasticsearch nested queries expansion-2 hello-interview sdiah-x204
What does _score represent in Elasticsearch search results?	A relevance score used to order matches when no explicit sort is supplied.	system-design elasticsearch relevance scoring expansion-2 hello-interview sdiah-x205
What is geo_point used for in Elasticsearch?	Single latitude/longitude locations such as restaurants, check-ins, or addresses.	system-design elasticsearch geospatial geo-point expansion-2 hello-interview sdiah-x206
What is geo_shape used for in Elasticsearch?	Arbitrary geometries such as polygons, lines, circles, bounding boxes, delivery zones, or service areas.	system-design elasticsearch geospatial geo-shape expansion-2 hello-interview sdiah-x207
What does a geo_distance query find?	Documents whose geospatial point is within a specified radius of a location.	system-design elasticsearch geospatial geo-distance expansion-2 hello-interview sdiah-x208
Why is Elasticsearch useful for Yelp-like search?	It can combine text search, filters, geospatial radius queries, and sorting or scoring in one search system.	system-design elasticsearch geospatial search expansion-2 hello-interview sdiah-x209
What does a BKD tree help Elasticsearch do for geo_point fields?	Efficiently narrow search space across two dimensions for coordinate queries.	system-design elasticsearch geospatial bkd-tree expansion-2 hello-interview sdiah-x210
What does a nested sort ensure?	Sort values come from the same nested object rather than unrelated nested values.	system-design elasticsearch sorting nested expansion-2 hello-interview sdiah-x211
Why is Painless scripting used in Elasticsearch sorting?	It can compute custom sort values when normal field sorting is not enough.	system-design elasticsearch sorting painless expansion-2 hello-interview sdiah-x212
What is the from/size pagination pattern in Elasticsearch?	Use from as the starting offset and size as the number of results to return.	system-design elasticsearch pagination expansion-2 hello-interview sdiah-x213
Why is deep from/size pagination expensive in Elasticsearch?	Shards must retrieve, sort, and skip many preceding results before returning the requested page.	system-design elasticsearch pagination performance expansion-2 hello-interview sdiah-x214
How does search_after paginate in Elasticsearch?	It uses the sort values of the previous page's last result as the starting point for the next page.	system-design elasticsearch pagination search-after expansion-2 hello-interview sdiah-x215
What is the limitation of search_after pagination?	It requires client-side state and supports forward pagination rather than random page jumps.	system-design elasticsearch pagination tradeoffs expansion-2 hello-interview sdiah-x216
What does a point-in-time view add to search_after pagination?	A consistent snapshot across pages even while the underlying index is changing.	system-design elasticsearch pagination pit consistency expansion-2 hello-interview sdiah-x217
What is Lucene's role inside Elasticsearch?	Lucene provides the low-level search indexes and query execution primitives; Elasticsearch orchestrates distributed APIs, clustering, and coordination.	system-design elasticsearch lucene architecture expansion-2 hello-interview sdiah-x218
What does a master node do in Elasticsearch?	Coordinates cluster-level operations like node membership and index creation or deletion.	system-design elasticsearch cluster master-node expansion-2 hello-interview sdiah-x219
What does a coordinating node do in Elasticsearch?	Receives client queries, plans or parses them, fans them out to relevant shards, and merges results.	system-design elasticsearch coordinating-node distributed-systems expansion-2 hello-interview sdiah-x220
What does an ingest node do in Elasticsearch?	Transforms and prepares incoming data before indexing.	system-design elasticsearch ingest-node expansion-2 hello-interview sdiah-x221
What is the difference between Elasticsearch query and fetch phases?	Query finds matching document IDs using indexes; fetch retrieves the source documents or requested fields.	system-design elasticsearch query-phase fetch-phase expansion-2 hello-interview sdiah-x222
Why are ideal Elasticsearch queries answerable without touching _source?	Index structures or included fields can satisfy the query and sort without pulling full documents from storage.	system-design elasticsearch performance query-planning expansion-2 hello-interview sdiah-x223
How do Elasticsearch replicas improve throughput?	Search requests can be distributed across primary and replica shard copies.	system-design elasticsearch replicas throughput expansion-2 hello-interview sdiah-x224
What is a Lucene segment?	An immutable container of indexed data inside a Lucene index.	system-design elasticsearch lucene segments expansion-2 hello-interview sdiah-x225
How does Lucene handle document updates?	It soft-deletes the old document and inserts a new updated document, with cleanup later during segment merges.	system-design elasticsearch lucene updates expansion-2 hello-interview sdiah-x226
Why are Elasticsearch updates more expensive than inserts?	Updates require deletion bookkeeping plus insertion of the new version.	system-design elasticsearch updates performance expansion-2 hello-interview sdiah-x227
Why does segment immutability help search systems?	It improves write batching, caching, concurrency, recovery, compression, and search optimization.	system-design elasticsearch lucene immutability expansion-2 hello-interview sdiah-x228
What are doc values in Lucene?	Columnar per-field data structures used for sorting, aggregations, and accessing field values efficiently.	system-design elasticsearch lucene doc-values expansion-2 hello-interview sdiah-x229
Why does a query planner need term statistics?	Statistics help choose the cheapest order and strategy for evaluating terms, filters, and intersections.	system-design elasticsearch query-planning performance expansion-2 hello-interview sdiah-x230
Why is Elasticsearch a poor fit for rapidly updating counters?	Updates are relatively expensive because documents are soft-deleted and reinserted, and search indexes are optimized for read-heavy workloads.	system-design elasticsearch updates write-heavy expansion-2 hello-interview sdiah-x231
Why is syncing Elasticsearch from a source database a common bug source?	Failures or lag in the sync pipeline can cause search results to drift from authoritative data.	system-design elasticsearch cdc consistency expansion-2 hello-interview sdiah-x232
When might Elasticsearch be overkill?	When the dataset is small, changes rarely, or the primary database can answer the search requirement efficiently.	system-design elasticsearch tradeoffs expansion-2 hello-interview sdiah-x233
Why does Kafka partition World Cup match events by game in the article example?	All events for one game stay in one ordered stream, so match events are processed in the correct order.	system-design kafka partitions ordering expansion-2 hello-interview sdiah-x234
What is a Kafka broker?	A server in the Kafka cluster that stores partition data and serves producer or consumer requests.	system-design kafka brokers expansion-2 hello-interview sdiah-x235
How is a Kafka topic different from a Kafka partition?	A topic is a logical grouping of records; a partition is a physical ordered log that stores part of a topic.	system-design kafka topics partitions expansion-2 hello-interview sdiah-x236
What does it mean that Kafka topics are multi-producer?	Zero, one, or many producers can write records to the same topic.	system-design kafka topics producers expansion-2 hello-interview sdiah-x237
What are the four optional fields of a Kafka record in the article?	Value, key, timestamp, and headers.	system-design kafka records expansion-2 hello-interview sdiah-x238
What does a Kafka timestamp not determine?	It does not determine ordering within a partition; offsets do.	system-design kafka timestamps ordering expansion-2 hello-interview sdiah-x239
What happens if a Kafka producer sends messages without keys?	The producer uses a default strategy such as sticky partitioning or round-robin-like distribution, but related-message ordering is not guaranteed.	system-design kafka partitioning ordering expansion-2 hello-interview sdiah-x240
What is Kafka partition determination?	Hashing the message key or using producer partitioning logic to select the target partition.	system-design kafka partitioning expansion-2 hello-interview sdiah-x241
What is Kafka broker assignment after partition selection?	Using cluster metadata to find the broker that hosts the chosen partition.	system-design kafka brokers metadata expansion-2 hello-interview sdiah-x242
Why is Kafka called a distributed commit log?	Each partition is an append-only ordered log, and topics are distributed across brokers.	system-design kafka commit-log expansion-2 hello-interview sdiah-x243
How does append-only storage help Kafka performance?	Appending avoids random updates and minimizes disk seek overhead.	system-design kafka performance append-only expansion-2 hello-interview sdiah-x244
How does append-only storage help Kafka reliability?	Immutable records simplify replication, recovery, and consistency compared with in-place mutation.	system-design kafka reliability append-only expansion-2 hello-interview sdiah-x245
What is a Kafka partition leader?	The replica that handles writes and, by default, reads for a partition.	system-design kafka replication leader-follower expansion-2 hello-interview sdiah-x246
What do Kafka follower replicas do?	Passively replicate partition data from the leader and can be promoted if the leader fails.	system-design kafka replication followers expansion-2 hello-interview sdiah-x247
What does the Kafka controller manage?	Broker health, partition leadership, and replication dynamics such as leader reassignment after failure.	system-design kafka controller replication expansion-2 hello-interview sdiah-x248
Why is Kafka's consumer model pull-based?	Consumers poll brokers at their own pace, which supports batching, failure handling, and protection for slow consumers.	system-design kafka consumers pull-based expansion-2 hello-interview sdiah-x249
How is Kafka used differently as a queue versus a stream?	As a queue, one consumer group processes each message once logically; as a stream, retained logs can be replayed by multiple independent consumer groups.	system-design kafka queues streams expansion-2 hello-interview sdiah-x250
What Kafka use case fits video post-processing?	Publish a small message pointing to the uploaded video location, then let workers transcode asynchronously.	system-design kafka async blob-storage expansion-2 hello-interview sdiah-x251
Why can Kafka fit a virtual waiting room?	Partitioned ordered logs can preserve arrival order for users entering a booking flow.	system-design kafka ordering ticketmaster expansion-2 hello-interview sdiah-x252
Why should Kafka messages generally stay under about 1MB?	Large messages increase memory pressure, network cost, and broker overhead, hurting performance.	system-design kafka performance message-size expansion-2 hello-interview sdiah-x253
What rough single-broker scale does the Kafka article cite?	On good hardware, about 1TB stored and up to around 1M messages per second, depending heavily on message size and hardware.	system-design kafka scaling capacity expansion-2 hello-interview sdiah-x254
Why can adding Kafka brokers fail to improve a topic's throughput?	If the topic has too few partitions, there is not enough parallel work to spread onto new brokers.	system-design kafka scaling partitions expansion-2 hello-interview sdiah-x255
What does it mean to scale a Kafka topic?	Increase its partition count and distribute those partitions across brokers for more parallelism and capacity.	system-design kafka scaling topics expansion-2 hello-interview sdiah-x256
What hash formula does the Kafka article give for partitioning by key?	partition = hash(key) % num_partitions, using a hash such as murmur2 by default.	system-design kafka partitioning hashing expansion-2 hello-interview sdiah-x257
Why can partitioning ad clicks by ad_id create a hot partition?	A viral ad can receive disproportionate click traffic, concentrating events on one partition.	system-design kafka partitions hotspots expansion-2 hello-interview sdiah-x258
How does no-key Kafka partitioning help hot partitions?	It spreads messages more evenly over time, but sacrifices ordering for related records.	system-design kafka partitions hotspots tradeoffs expansion-2 hello-interview sdiah-x259
How does random salting help Kafka hot partitions?	Adding a random or time-based suffix to the key spreads one hot logical key across multiple partitions.	system-design kafka partitions salting hotspots expansion-2 hello-interview sdiah-x260
What is the downside of salting Kafka partition keys?	Consumers may need extra aggregation logic and per-key ordering can be weakened.	system-design kafka partitions salting tradeoffs expansion-2 hello-interview sdiah-x261
How can a compound Kafka key reduce hot partitions?	Combine the hot key with another dimension such as region or user segment to spread traffic more evenly.	system-design kafka partitions compound-key expansion-2 hello-interview sdiah-x262
How can backpressure help Kafka hot partitions?	Producers can slow down when lag or overload is too high instead of overwhelming the partition.	system-design kafka backpressure hotspots expansion-2 hello-interview sdiah-x263
What does Kafka replication factor mean?	The number of total replicas maintained for each partition, such as one leader plus two followers for factor 3.	system-design kafka replication durability expansion-2 hello-interview sdiah-x264
What does acks=all require in Kafka?	The producer only gets acknowledgement after all in-sync replicas have received the message.	system-design kafka acks durability expansion-2 hello-interview sdiah-x265
What is the durability-latency tradeoff of Kafka acknowledgements?	Waiting for more replicas improves durability but increases write latency.	system-design kafka acks latency durability expansion-2 hello-interview sdiah-x266
What happens when a Kafka consumer in a group fails?	Kafka rebalances partitions among remaining consumers so all partitions can continue being processed.	system-design kafka consumer-groups rebalancing expansion-2 hello-interview sdiah-x267
Why should a Kafka consumer commit offsets only after critical side effects finish?	Committing too early can lose work if the consumer crashes before storing or applying the side effect.	system-design kafka offsets reliability expansion-2 hello-interview sdiah-x268
Why can keeping Kafka consumer work small improve reliability?	Less work between read and commit reduces the amount of work that must be retried after consumer failure.	system-design kafka consumers reliability expansion-2 hello-interview sdiah-x269
Why enable idempotent Kafka producers with retries?	To avoid duplicate messages when a send may have succeeded but the producer did not receive acknowledgement.	system-design kafka producers idempotency retries expansion-2 hello-interview sdiah-x270
Why does Kafka need custom consumer retry patterns?	Kafka does not provide SQS-style consumer retries out of the box, so applications often use retry topics or DLQs.	system-design kafka retries dlq expansion-2 hello-interview sdiah-x271
How can Kafka producer batching improve throughput?	Send multiple messages in one request to reduce per-message network and broker overhead.	system-design kafka batching performance expansion-2 hello-interview sdiah-x272
Why does Kafka compression improve throughput?	Compressed messages are smaller, reducing network and storage cost at the price of CPU work.	system-design kafka compression performance expansion-2 hello-interview sdiah-x273
What Kafka compression algorithms does the article mention?	GZIP, Snappy, and LZ4.	system-design kafka compression expansion-2 hello-interview sdiah-x274
What settings control Kafka retention?	retention.ms and retention.bytes.	system-design kafka retention expansion-2 hello-interview sdiah-x275
What is Kafka's default retention period according to the article?	Seven days.	system-design kafka retention expansion-2 hello-interview sdiah-x276
Why should long Kafka retention be considered carefully?	Keeping messages longer increases storage cost and can affect performance.	system-design kafka retention tradeoffs expansion-2 hello-interview sdiah-x277
What is the API gateway's core responsibility?	Request routing from clients to the correct backend service.	system-design api-gateway routing expansion-2 hello-interview sdiah-x278
What should an API gateway validate before routing?	Basic request shape such as valid URL, required headers, and body format.	system-design api-gateway validation expansion-2 hello-interview sdiah-x279
Why does request validation at the gateway protect backend services?	Malformed or missing-required-data requests can be rejected early before consuming backend resources.	system-design api-gateway validation reliability expansion-2 hello-interview sdiah-x280
What middleware tasks can an API gateway commonly perform?	Authentication, rate limiting, SSL termination, logging, monitoring, compression, CORS, IP allow/block lists, size validation, timeouts, and API versioning.	system-design api-gateway middleware expansion-2 hello-interview sdiah-x281
What fields can an API gateway routing table use?	Path, HTTP method, query parameters, and request headers.	system-design api-gateway routing expansion-2 hello-interview sdiah-x282
What does backend protocol translation let an API gateway do?	Expose HTTP or JSON to clients while calling internal services over protocols like gRPC.	system-design api-gateway grpc protocol-translation expansion-2 hello-interview sdiah-x283
What is response transformation at an API gateway?	Converting backend responses into the public format expected by clients.	system-design api-gateway response-transformation expansion-2 hello-interview sdiah-x284
When is API gateway response caching appropriate?	When the same request input returns the same non-user-specific response and freshness requirements allow caching.	system-design api-gateway caching expansion-2 hello-interview sdiah-x285
What are full response caching and partial caching at an API gateway?	Full response caching stores the entire response; partial caching stores stable pieces of the response.	system-design api-gateway caching expansion-2 hello-interview sdiah-x286
Why are API gateways easy to scale horizontally?	They are typically stateless, so more instances can be placed behind a load balancer.	system-design api-gateway scaling stateless expansion-2 hello-interview sdiah-x287
What is client-to-gateway load balancing?	A dedicated load balancer distributes external traffic across API gateway instances.	system-design api-gateway load-balancing expansion-2 hello-interview sdiah-x288
What is gateway-to-service load balancing?	The gateway distributes routed requests across backend service instances.	system-design api-gateway load-balancing microservices expansion-2 hello-interview sdiah-x289
How can API gateways be globally distributed?	Deploy gateways in multiple regions and use GeoDNS or similar routing to send users to the nearest region.	system-design api-gateway global-distribution dns expansion-2 hello-interview sdiah-x290
What synchronization problem appears with globally distributed API gateways?	Routing rules, policies, and configuration must stay consistent across regions.	system-design api-gateway configuration global-distribution expansion-2 hello-interview sdiah-x291
When is an API gateway overkill?	For simple monoliths or simple client-server systems where one public backend already handles the API surface.	system-design api-gateway tradeoffs expansion-2 hello-interview sdiah-x292
